	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)
	spk_r4	spk_r5	spk_r6	spk_r7	col_r4	col_r5	col_r6	col_r7	lib_r4	lib_r5	lib_r6	lib_r7
VARIABLES	spk	spk	spk	spk	col	col	col	col	lib	lib	lib	lib
												
spk	.	.	.	.								
	(.)	(.)	(.)	(.)								
	[. - .]	[. - .]	[. - .]	[. - .]								
	.	.	.	.								
		[-0.550 - 0.984]				[-0.842 - 0.779]				[-0.285 - 1.271]		
		0.579				0.939				0.215		
3o.treat#2b.partyid3		0.000				0.000				0.000		
		(0.000)				(0.000)				(0.000)		
		[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]		
		.				.				.		
3.treat#3.partyid3		0.175				0.709				0.022		
		(0.402)				(0.523)				(0.399)		
		[-0.612 - 0.962]				[-0.316 - 1.734]				[-0.760 - 0.804]		
		0.663				0.175				0.957		
1.partyid3l			-0.123	-0.231			-0.166	-0.278			0.107	0.050
			(0.210)	(0.332)			(0.215)	(0.336)			(0.190)	(0.330)
			[-0.534 - 0.289]	[-0.883 - 0.420]			[-0.587 - 0.254]	[-0.936 - 0.380]			[-0.266 - 0.479]	[-0.596 - 0.696]
			0.559	0.487			0.439	0.407			0.574	0.879
3.partyid3l			-0.301	-0.177			-0.692	-1.081			-0.323	-0.425
			(0.214)	(0.353)			(0.253)	(0.412)			(0.194)	(0.347)
			[-0.721 - 0.119]	[-0.869 - 0.515]			[-1.188 - -0.195]	[-1.888 - -0.274]			[-0.703 - 0.058]	[-1.105 - 0.255]
			0.160	0.617			0.006	0.009			0.096	0.221
1b.treat#1o.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
1b.treat#2b.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
1b.treat#3o.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
2.treat#1.partyid3l				0.108				-0.017				0.108
				(0.465)				(0.484)				(0.439)
				[-0.804 - 1.020]				[-0.965 - 0.931]				[-0.751 - 0.968]
				0.817				0.972				0.805
2o.treat#2b.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
2.treat#3.partyid3l				-0.503				0.169				0.431
				(0.477)				(0.556)				(0.453)
				[-1.437 - 0.432]				[-0.920 - 1.258]				[-0.457 - 1.319]
				0.292				0.761				0.341
3.treat#1.partyid3l				0.307				0.472				0.021
				(0.493)				(0.538)				(0.464)
				[-0.658 - 1.273]				[-0.583 - 1.527]				[-0.889 - 0.931]
				0.533				0.380				0.964
3o.treat#2b.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
3.treat#3.partyid3l				0.167				1.166				-0.170
				(0.495)				(0.592)				(0.464)
				[-0.803 - 1.138]				[0.006 - 2.327]				[-1.079 - 0.739]
				0.735				0.049				0.714
col					.	.	.	.				
					(.)	(.)	(.)	(.)				
					[. - .]	[. - .]	[. - .]	[. - .]				
					.	.	.	.				
lib									.	.	.	.
									(.)	(.)	(.)	(.)
									[. - .]	[. - .]	[. - .]	[. - .]
									.	.	.	.
Constant	2.129	2.024	2.194	2.010	1.954	2.067	2.103	2.392	0.643	0.956	0.700	0.895
	(1.075)	(1.087)	(1.080)	(1.123)	(1.079)	(1.088)	(1.094)	(1.118)	(1.052)	(1.060)	(1.054)	(1.091)
	[0.022 - 4.237]	[-0.107 - 4.155]	[0.078 - 4.310]	[-0.192 - 4.212]	[-0.162 - 4.070]	[-0.066 - 4.199]	[-0.041 - 4.248]	[0.200 - 4.584]	[-1.418 - 2.705]	[-1.121 - 3.033]	[-1.366 - 2.766]	[-1.243 - 3.033]
	0.048	0.063	0.042	0.074	0.070	0.058	0.055	0.032	0.541	0.367	0.507	0.412
												
Observations	2,009	2,009	2,009	2,009	2,005	2,005	2,005	2,005	2,002	2,002	2,002	2,002
Robust standard errors in brackets												
