	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)
	spk_r4	spk_r5	spk_r6	spk_r7	col_r4	col_r5	col_r6	col_r7	lib_r4	lib_r5	lib_r6	lib_r7
VARIABLES	spk	spk	spk	spk	col	col	col	col	lib	lib	lib	lib
												
spk	.	.	.	.								
	(.)	(.)	(.)	(.)								
	[. - .]	[. - .]	[. - .]	[. - .]								
	.	.	.	.								
			[-0.059 - 0.111]	[-0.081 - 0.188]			[-0.049 - 0.105]	[-0.083 - 0.181]			[-0.099 - 0.055]	[-0.143 - 0.129]
			0.550	0.434			0.475	0.466			0.582	0.919
3.partyid3l			-0.037	0.016			-0.082	-0.130			-0.089	-0.097
			(0.035)	(0.053)			(0.032)	(0.050)			(0.034)	(0.053)
			[-0.106 - 0.032]	[-0.089 - 0.121]			[-0.145 - -0.020]	[-0.227 - -0.033]			[-0.155 - -0.023]	[-0.202 - 0.008]
			0.288	0.766			0.010	0.009			0.008	0.069
1b.treat#1b.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
1b.treat#2o.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
1b.treat#3o.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
2o.treat#1b.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
2.treat#2.partyid3l				-0.031				-0.004				-0.024
				(0.096)				(0.092)				(0.092)
				[-0.220 - 0.157]				[-0.184 - 0.175]				[-0.205 - 0.157]
				0.745				0.962				0.793
2.treat#3.partyid3l				-0.132				0.044				0.062
				(0.072)				(0.063)				(0.075)
				[-0.273 - 0.009]				[-0.079 - 0.166]				[-0.085 - 0.209]
				0.067				0.485				0.408
3o.treat#1b.partyid3l				0.000				0.000				0.000
				(0.000)				(0.000)				(0.000)
				[0.000 - 0.000]				[0.000 - 0.000]				[0.000 - 0.000]
				.				.				.
3.treat#2.partyid3l				-0.067				-0.066				-0.013
				(0.102)				(0.094)				(0.095)
				[-0.268 - 0.133]				[-0.250 - 0.117]				[-0.200 - 0.173]
				0.511				0.479				0.889
3.treat#3.partyid3l				-0.035				0.110				-0.038
				(0.076)				(0.067)				(0.076)
				[-0.184 - 0.113]				[-0.021 - 0.242]				[-0.187 - 0.110]
				0.641				0.101				0.611
col					.	.	.	.				
					(.)	(.)	(.)	(.)				
					[. - .]	[. - .]	[. - .]	[. - .]				
					.	.	.	.				
lib									.	.	.	.
									(.)	(.)	(.)	(.)
									[. - .]	[. - .]	[. - .]	[. - .]
									.	.	.	.
Constant	0.881	0.835	0.887	0.825	0.793	0.825	0.794	0.818	0.640	0.649	0.656	0.682
	(0.203)	(0.201)	(0.205)	(0.205)	(0.200)	(0.198)	(0.201)	(0.199)	(0.231)	(0.229)	(0.231)	(0.231)
	[0.483 - 1.280]	[0.440 - 1.229]	[0.485 - 1.288]	[0.422 - 1.227]	[0.401 - 1.185]	[0.437 - 1.214]	[0.400 - 1.187]	[0.427 - 1.209]	[0.188 - 1.092]	[0.201 - 1.097]	[0.202 - 1.110]	[0.230 - 1.134]
	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.005	0.005	0.003
												
Observations	2,009	2,009	2,009	2,009	2,005	2,005	2,005	2,005	2,002	2,002	2,002	2,002
R-squared	0.165	0.167	0.166	0.169	0.134	0.137	0.137	0.141	0.184	0.187	0.185	0.186
Robust standard errors in brackets												
